order_line_id,order_id,order_date,customer_id,repeat_customer,region,channel,acquisition_source,campaign,category,size,color,print_type,design_theme,dtf_supplier,dtf_area_cm2,dtf_cost_per_cm2_ars,base_cost_ars,labor_cost_ars,packaging_cost_ars,shipping_method,shipping_cost_ars,units,price_list_unit_ars,discount_pct,unit_price_final_ars,order_total_ars,cogs_unit_ars,profit_unit_ars,profit_total_ars,delivery_time_days,payment_method,was_returned,defect_type,customer_rating
1781,1704,2024-01-23,CUST0004,1,GBA Sur,Feria,IG Ads,Ninguna,Remera mujer,XXL,Negro,DTF,Conurbano Nipón,Proveedor A,255,8.22,6442.0,3990.0,610.0,Retiro,0.0,3,21030.0,0.0,21030.0,63090.0,13140.41,7889.59,23668.77,2,Efectivo,0,Ninguno,5.0
169,163,2024-01-24,CUST0025,1,GBA Sur,Instagram,IG Orgánico,Ninguna,Remera mujer,L,Negro,DTF,Conurbano Nipón,Proveedor B,248,7.66,8468.0,2289.0,542.0,Correo Argentino,4444.0,2,26480.0,0.0,26480.0,52960.0,15421.93,11058.07,22116.13,8,MercadoPago,0,Ninguno,3.9
336,320,2024-01-24,CUST0003,1,GBA Sur,Instagram,Boca a boca,Ninguna,Buzo canguro,S,Verde,Serigrafía,Vintage,Proveedor A,314,9.64,20029.0,2111.0,451.0,Retiro,0.0,1,39980.0,0.0,39980.0,39980.0,25617.82,14362.18,14362.18,2,MercadoPago,0,Ninguno,4.4
600,571,2024-01-24,CUST0001,1,CABA,Instagram,IG Ads,Ninguna,Remera mujer,L,Verde,DTF,Tango,Proveedor C,210,10.61,7116.0,2047.0,600.0,Moto GBA,3069.0,2,22720.0,0.0,22720.0,45440.0,13527.08,9192.92,18385.83,6,MercadoPago,0,Ninguno,4.5
1274,1217,2024-01-24,CUST0009,1,GBA Sur,Feria,IG Orgánico,Ninguna,Remera unisex,L,Rojo,DTF,Tango,Proveedor B,178,8.79,6987.0,3736.0,336.0,Moto GBA,2964.0,3,23080.0,0.0,23080.0,69240.0,13612.85,9467.15,28401.46,4,Débito,0,Ninguno,4.3
1350,1287,2024-01-24,CUST0002,1,CABA,Feria,Google Search,Ninguna,Buzo canguro,L,Azul,DTF,Vintage,Proveedor B,364,8.71,25545.0,1810.0,673.0,Mensajería CABA,2227.0,4,51250.0,0.0,51250.0,205000.0,31754.69,19495.31,77981.24,4,Débito,0,Ninguno,4.3
1073,1028,2024-01-25,CUST0002,1,GBA Sur,WhatsApp,Boca a boca,Ninguna,Remera mujer,S,Azul,DTF,Tango,Proveedor A,153,9.03,7845.0,1646.0,590.0,Mensajería CABA,3753.0,1,23000.0,0.0,23000.0,23000.0,15219.26,7780.74,7780.74,4,MercadoPago,0,Ninguno,4.0
1423,1355,2024-01-25,CUST0054,1,GBA Sur,TiendaNube,IG Ads,Ninguna,Tote bag,XL,Negro,DTF,Vintage,Proveedor B,208,9.02,4152.0,2240.0,351.0,Retiro,0.0,2,15750.0,0.033,15240.0,30480.0,8620.45,6619.55,13239.09,3,Crédito,0,Ninguno,4.5
1795,1718,2024-01-25,CUST0001,1,GBA Sur,WhatsApp,Boca a boca,Ninguna,Remera mujer,XL,Negro,Serigrafía,Minimalista,Proveedor C,183,10.75,6631.0,3257.0,773.0,Moto GBA,3385.0,1,25610.0,0.0,25610.0,25610.0,16011.1,9598.9,9598.9,4,MercadoPago,0,Ninguno,4.8
1827,1750,2024-01-25,CUST0006,1,GBA Sur,WhatsApp,Google Search,Ninguna,Remera mujer,M,Negro,DTF,Tango,Proveedor B,200,8.08,7535.0,1676.0,307.0,Moto GBA,2795.0,1,21920.0,0.0,21920.0,21920.0,13927.32,7992.68,7992.68,5,MercadoPago,0,Ninguno,4.3
473,449,2024-01-26,CUST0291,0,GBA Sur,Instagram,Boca a boca,Ninguna,Buzo canguro,M,Negro,DTF,Rock,Proveedor A,319,9.0,20602.0,2430.0,576.0,Retiro,0.0,1,37340.0,0.07,34720.0,34720.0,26479.14,8240.86,8240.86,1,Crédito,0,Ninguno,4.5
1549,1479,2024-01-26,CUST0002,1,GBA Sur,Instagram,Google Search,Ninguna,Oversize,XL,Negro,DTF UV,Vintage,Proveedor B,273,7.92,7101.0,3859.0,413.0,Correo Argentino,3550.0,1,27290.0,0.0,27290.0,27290.0,17084.99,10205.01,10205.01,7,Débito,0,Ninguno,5.0
1867,1790,2024-01-26,CUST0004,1,GBA Sur,Feria,IG Orgánico,Ninguna,Remera unisex,L,Rojo,DTF,Tango,Proveedor B,201,8.08,7410.0,3993.0,762.0,Moto GBA,2227.0,1,27920.0,0.0,27920.0,27920.0,16016.43,11903.57,11903.57,4,MercadoPago,0,Ninguno,4.9
59,57,2024-01-27,CUST0020,1,GBA Sur,TiendaNube,Google Search,Ninguna,Remera mujer,S,Blanco,DTF,Rock,Proveedor C,249,10.3,8078.0,2826.0,694.0,Mensajería CABA,3493.0,2,25640.0,0.0,25640.0,51280.0,15910.03,9729.97,19459.94,4,Crédito,0,Ninguno,4.5
335,319,2024-01-27,CUST0001,1,CABA,Instagram,IG Orgánico,Ninguna,Remera unisex,M,Negro,DTF,Rock,Proveedor C,158,10.74,8851.0,2805.0,378.0,Retiro,0.0,1,22040.0,0.0,22040.0,22040.0,13732.67,8307.33,8307.33,5,Crédito,0,Ninguno,4.0
348,332,2024-01-27,CUST0003,1,Quilmes,WhatsApp,Feria,Ninguna,Tote bag,L,Blanco,DTF,Tipográfica,Proveedor A,235,9.16,3774.0,1570.0,830.0,Correo Argentino,4123.0,1,19160.0,0.0,19160.0,19160.0,12452.6,6707.4,6707.4,6,Crédito,0,Ninguno,4.1
487,463,2024-01-27,CUST0006,1,Quilmes,Instagram,Feria,Ninguna,Remera unisex,M,Negro,Serigrafía,Conurbano Nipón,Proveedor A,213,9.96,8802.0,3123.0,571.0,Moto GBA,1824.0,1,25010.0,0.036,24100.0,24100.0,16445.66,7654.34,7654.34,3,MercadoPago,0,Ninguno,3.8
515,491,2024-01-27,CUST0017,1,Quilmes,WhatsApp,IG Ads,Ninguna,Oversize,XL,Blanco,DTF UV,Tipográfica,Proveedor B,293,7.93,9496.0,2409.0,362.0,Mensajería CABA,3745.0,1,28130.0,0.0,28130.0,28130.0,18334.88,9795.12,9795.12,3,Crédito,0,Ninguno,4.2
1195,568,2024-01-27,CUST0003,1,CABA,Instagram,Google Search,Ninguna,Remera unisex,L,Negro,DTF,Minimalista,Proveedor C,255,9.68,8123.0,2744.0,755.0,Moto GBA,4119.0,1,28950.0,0.058,27260.0,27260.0,18212.26,9047.74,9047.74,6,Crédito,0,Ninguno,3.9
30,28,2024-01-28,CUST0021,1,CABA,Instagram,IG Orgánico,Ninguna,Oversize,M,Negro,DTF UV,Minimalista,Proveedor A,298,8.19,9807.0,2880.0,587.0,Moto GBA,4264.0,2,29360.0,0.066,27430.0,54860.0,17847.21,9582.79,19165.57,4,Débito,0,Ninguno,4.9
958,917,2024-01-28,CUST0158,0,CABA,WhatsApp,Boca a boca,Ninguna,Oversize,XXL,Rojo,DTF,Tipográfica,Proveedor C,274,10.16,9277.0,3915.0,338.0,Retiro,0.0,1,24740.0,0.0,24740.0,24740.0,16309.27,8430.73,8430.73,3,MercadoPago,0,Ninguno,4.8
1466,1397,2024-01-29,CUST0032,1,Interior,WhatsApp,IG Ads,Ninguna,Remera unisex,L,Azul,DTF,Tango,Proveedor C,167,10.2,6748.0,2232.0,545.0,Mensajería CABA,4767.0,3,22330.0,0.0,22330.0,66990.0,12817.37,9512.63,28537.88,6,MercadoPago,1,Descascarado,4.3
149,143,2024-01-30,CUST0007,1,Quilmes,Feria,Boca a boca,Ninguna,Buzo canguro,S,Negro,DTF,Minimalista,Proveedor B,267,7.9,25594.0,2751.0,553.0,Moto GBA,2980.0,1,53870.0,0.0,53870.0,53870.0,33984.13,19885.87,19885.87,4,Crédito,0,Ninguno,4.4
978,934,2024-01-30,CUST0001,1,CABA,Instagram,Google Search,Ninguna,Oversize,S,Negro,Serigrafía,Minimalista,Proveedor C,257,10.33,7819.0,3124.0,681.0,Mensajería CABA,2091.0,1,25590.0,0.12,22520.0,22520.0,16368.9,6151.1,6151.1,4,MercadoPago,1,Pegado,3.8
301,288,2024-01-31,CUST0081,1,CABA,Instagram,Boca a boca,Ninguna,Tote bag,XL,Negro,DTF,Minimalista,Proveedor C,225,9.68,3677.0,3873.0,398.0,Mensajería CABA,3380.0,1,23480.0,0.0,23480.0,23480.0,13507.51,9972.49,9972.49,5,MercadoPago,0,Ninguno,4.2
702,671,2024-01-31,CUST0792,0,CABA,Instagram,Boca a boca,Ninguna,Remera mujer,M,Negro,DTF,Vintage,Proveedor A,287,9.62,6004.0,3252.0,405.0,Correo Argentino,4859.0,1,26070.0,0.0,26070.0,26070.0,17276.58,8793.42,8793.42,4,Crédito,0,Ninguno,5.0
1303,1242,2024-01-31,CUST0010,1,CABA,Feria,IG Orgánico,Ninguna,Oversize,L,Negro,DTF,Vintage,Proveedor C,257,10.18,8945.0,2031.0,866.0,Moto GBA,4093.0,3,28410.0,0.0,28410.0,85230.0,15823.74,12586.26,37758.77,7,Efectivo,0,Ninguno,4.5
819,784,2024-02-01,CUST0001,1,GBA Sur,TiendaNube,Google Search,VueltaClasesFeb,Remera unisex,M,Negro,DTF,Tango,Proveedor B,364,8.34,6052.0,3362.0,328.0,Retiro,0.0,1,18680.0,0.0,18680.0,18680.0,12779.52,5900.48,5900.48,3,Débito,0,Ninguno,4.8
459,436,2024-02-02,CUST0006,1,Interior,WhatsApp,IG Orgánico,VueltaClasesFeb,Remera unisex,M,Azul,DTF,Rock,Proveedor A,248,9.17,8895.0,2835.0,458.0,Retiro,0.0,1,22110.0,0.148,18850.0,18850.0,14460.77,4389.23,4389.23,2,MercadoPago,0,Ninguno,4.9
529,503,2024-02-02,CUST0001,1,CABA,WhatsApp,IG Ads,VueltaClasesFeb,Buzo canguro,L,Rojo,DTF,Rock,Proveedor C,296,10.73,20781.0,3017.0,745.0,Correo Argentino,2702.0,1,49080.0,0.118,43260.0,43260.0,30426.06,12833.94,12833.94,6,MercadoPago,0,Ninguno,4.1
7,6,2024-02-03,CUST0005,1,CABA,Instagram,IG Ads,VueltaClasesFeb,Remera unisex,M,Blanco,DTF,Tango,Proveedor C,244,11.22,7114.0,1882.0,513.0,Moto GBA,3553.0,3,22230.0,0.147,18960.0,56880.0,13430.06,5529.94,16589.83,7,Crédito,1,Pegado,3.4
425,403,2024-02-03,CUST0002,1,Quilmes,Instagram,IG Ads,VueltaClasesFeb,Buzo canguro,XL,Blanco,DTF,Tango,Proveedor C,295,10.6,19893.0,2154.0,427.0,Mensajería CABA,4629.0,1,49010.0,0.0,49010.0,49010.0,30228.06,18781.94,18781.94,6,Crédito,0,Ninguno,4.7
1101,1056,2024-02-03,CUST0001,1,GBA Sur,WhatsApp,IG Orgánico,VueltaClasesFeb,Remera unisex,M,Blanco,DTF UV,Vintage,Proveedor B,287,7.83,8649.0,1598.0,361.0,Mensajería CABA,3695.0,1,24420.0,0.099,22010.0,22010.0,16550.96,5459.04,5459.04,3,Transferencia,0,Ninguno,4.1
1414,1347,2024-02-03,CUST0003,1,Quilmes,Instagram,Google Search,VueltaClasesFeb,Remera unisex,S,Negro,DTF,Tango,Proveedor B,148,8.3,7270.0,3535.0,834.0,Correo Argentino,3021.0,1,25700.0,0.0,25700.0,25700.0,15886.87,9813.13,9813.13,7,Débito,0,Ninguno,3.6
1715,1642,2024-02-03,CUST1007,0,GBA Sur,Feria,IG Orgánico,VueltaClasesFeb,Remera unisex,S,Negro,DTF,Rock,Proveedor B,232,8.42,7478.0,2520.0,660.0,Mensajería CABA,3847.0,4,21780.0,0.149,18530.0,74120.0,13571.95,4958.05,19832.2,3,MercadoPago,0,Ninguno,4.3
1717,1644,2024-02-03,CUST0003,1,Quilmes,Instagram,IG Orgánico,VueltaClasesFeb,Remera unisex,L,Negro,DTF,Conurbano Nipón,Proveedor A,176,8.61,6101.0,3136.0,429.0,Moto GBA,2356.0,1,21750.0,0.0,21750.0,21750.0,13541.91,8208.09,8208.09,2,MercadoPago,0,Ninguno,4.5
1999,1912,2024-02-03,CUST0008,1,GBA Sur,WhatsApp,Google Search,VueltaClasesFeb,Tote bag,M,Azul,DTF,Rock,Proveedor B,304,8.6,3065.0,2797.0,574.0,Moto GBA,3434.0,1,19210.0,0.139,16530.0,16530.0,12482.45,4047.55,4047.55,5,MercadoPago,0,Ninguno,5.0
1941,1858,2024-02-04,CUST0051,1,Interior,WhatsApp,IG Ads,VueltaClasesFeb,Remera unisex,S,Blanco,DTF,Conurbano Nipón,Proveedor A,163,8.56,8465.0,1722.0,759.0,Moto GBA,3906.0,1,24440.0,0.138,21070.0,21070.0,16251.93,4818.07,4818.07,4,MercadoPago,0,Ninguno,4.2
617,588,2024-02-05,CUST0003,1,Interior,TiendaNube,IG Orgánico,VueltaClasesFeb,Tote bag,S,Negro,DTF,Rock,Proveedor A,280,8.45,4781.0,2350.0,486.0,Correo Argentino,2570.0,3,16550.0,0.155,13980.0,41940.0,10842.94,3137.06,9411.19,7,Débito,0,Ninguno,4.2
1320,1259,2024-02-05,CUST0060,1,CABA,WhatsApp,Google Search,VueltaClasesFeb,Tote bag,L,Blanco,DTF,Vintage,Proveedor A,207,9.44,4444.0,2644.0,559.0,Correo Argentino,3698.0,1,23020.0,0.054,21770.0,21770.0,13297.28,8472.72,8472.72,7,Débito,0,Ninguno,4.5
1521,1451,2024-02-05,CUST0002,1,Quilmes,TiendaNube,IG Ads,VueltaClasesFeb,Oversize,L,Negro,DTF,Vintage,Proveedor A,223,8.03,9933.0,1887.0,671.0,Mensajería CABA,3857.0,1,29450.0,0.141,25300.0,25300.0,18136.67,7163.33,7163.33,3,Transferencia,0,Ninguno,3.9
1622,1551,2024-02-05,CUST0001,1,Quilmes,TiendaNube,IG Ads,VueltaClasesFeb,Remera unisex,M,Rojo,DTF,Rock,Proveedor A,256,8.6,6129.0,3975.0,450.0,Retiro,0.0,2,21040.0,0.168,17500.0,35000.0,12757.74,4742.26,9484.52,1,Crédito,0,Ninguno,4.7
1712,1639,2024-02-05,CUST0035,1,CABA,TiendaNube,IG Ads,VueltaClasesFeb,Remera unisex,S,Gris,DTF,Conurbano Nipón,Proveedor A,263,9.52,8017.0,2048.0,593.0,Mensajería CABA,2761.0,1,25960.0,0.0,25960.0,25960.0,15921.86,10038.14,10038.14,3,Efectivo,0,Ninguno,3.7
705,674,2024-02-06,CUST0058,1,Quilmes,WhatsApp,IG Ads,VueltaClasesFeb,Remera unisex,S,Gris,DTF,Conurbano Nipón,Proveedor B,197,9.2,6328.0,3320.0,574.0,Correo Argentino,4851.0,1,24540.0,0.073,22750.0,22750.0,16881.82,5868.18,5868.18,6,Débito,0,Ninguno,4.4
1726,1653,2024-02-06,CUST0381,0,Interior,WhatsApp,IG Orgánico,VueltaClasesFeb,Remera mujer,XXL,Negro,Serigrafía,Minimalista,Proveedor B,149,7.51,7822.0,1914.0,482.0,Retiro,0.0,2,18210.0,0.164,15220.0,30440.0,11340.95,3879.05,7758.11,3,MercadoPago,0,Ninguno,4.4
33,31,2024-02-07,CUST0005,1,Quilmes,Instagram,Boca a boca,VueltaClasesFeb,Buzo canguro,XL,Gris,DTF UV,Minimalista,Proveedor B,287,8.26,23190.0,2473.0,461.0,Moto GBA,2397.0,1,50310.0,0.166,41930.0,41930.0,30893.04,11036.96,11036.96,4,MercadoPago,0,Ninguno,4.5
84,82,2024-02-07,CUST0290,1,Quilmes,Feria,IG Orgánico,VueltaClasesFeb,Remera mujer,M,Negro,Serigrafía,Vintage,Proveedor B,222,8.98,7244.0,3619.0,621.0,Moto GBA,2808.0,4,21990.0,0.09,20020.0,80080.0,14182.07,5837.93,23351.71,3,Débito,0,Ninguno,4.1
1259,1204,2024-02-07,CUST0004,1,CABA,WhatsApp,Boca a boca,VueltaClasesFeb,Buzo canguro,S,Rojo,DTF UV,Conurbano Nipón,Proveedor B,328,8.49,18337.0,1550.0,748.0,Moto GBA,3244.0,3,34430.0,0.0,34430.0,103290.0,24500.6,9929.4,29788.19,4,Efectivo,0,Ninguno,4.2
1930,1848,2024-02-07,CUST0001,1,CABA,TiendaNube,IG Orgánico,VueltaClasesFeb,Remera unisex,L,Blanco,DTF UV,Vintage,Proveedor A,244,9.39,8960.0,2307.0,424.0,Correo Argentino,3290.0,1,25410.0,0.0,25410.0,25410.0,17269.4,8140.6,8140.6,3,MercadoPago,0,Ninguno,4.6
723,691,2024-02-08,CUST0065,1,Quilmes,Instagram,Google Search,VueltaClasesFeb,Remera mujer,XL,Blanco,DTF,Vintage,Proveedor C,183,10.94,6494.0,1773.0,521.0,Moto GBA,3329.0,1,20810.0,0.151,17670.0,17670.0,14121.87,3548.13,3548.13,7,Transferencia,0,Ninguno,5.0
860,825,2024-02-08,CUST0001,1,CABA,TiendaNube,Boca a boca,VueltaClasesFeb,Oversize,M,Rojo,DTF,Rock,Proveedor B,227,8.7,9360.0,2586.0,564.0,Mensajería CABA,3150.0,1,28110.0,0.0,28110.0,28110.0,17636.79,10473.21,10473.21,4,MercadoPago,0,Ninguno,3.7
1039,995,2024-02-08,CUST0001,1,CABA,Feria,IG Ads,VueltaClasesFeb,Tote bag,L,Gris,Serigrafía,Vintage,Proveedor B,191,7.94,4372.0,2613.0,830.0,Mensajería CABA,3006.0,1,18850.0,0.177,15510.0,15510.0,12335.35,3174.65,3174.65,5,Transferencia,0,Ninguno,4.0
1789,1712,2024-02-08,CUST0001,1,GBA Sur,TiendaNube,IG Orgánico,VueltaClasesFeb,Remera mujer,L,Negro,DTF,Vintage,Proveedor B,174,9.08,6486.0,3345.0,358.0,Correo Argentino,5005.0,1,27200.0,0.0,27200.0,27200.0,16778.02,10421.98,10421.98,5,Crédito,0,Ninguno,5.0
851,816,2024-02-09,CUST0021,1,Interior,TiendaNube,IG Orgánico,VueltaClasesFeb,Remera mujer,M,Rojo,DTF UV,Vintage,Proveedor A,192,9.42,8697.0,1667.0,358.0,Moto GBA,4496.0,1,28740.0,0.179,23590.0,23590.0,17028.42,6561.58,6561.58,2,Transferencia,0,Ninguno,4.7
1188,1137,2024-02-09,CUST0003,1,Quilmes,Instagram,IG Ads,VueltaClasesFeb,Oversize,XXL,Blanco,Serigrafía,Minimalista,Proveedor A,242,9.22,10157.0,2487.0,652.0,Moto GBA,2997.0,1,30540.0,0.0,30540.0,30540.0,18528.38,12011.62,12011.62,3,Crédito,0,Ninguno,4.3
1191,1140,2024-02-09,CUST0002,1,Interior,Instagram,IG Ads,VueltaClasesFeb,Oversize,XL,Verde,DTF,Minimalista,Proveedor A,267,9.52,7993.0,3557.0,748.0,Correo Argentino,4233.0,1,33560.0,0.0,33560.0,33560.0,19072.24,14487.76,14487.76,6,Crédito,0,Ninguno,3.4
1607,1536,2024-02-09,CUST0104,1,CABA,TiendaNube,IG Orgánico,VueltaClasesFeb,Remera mujer,M,Rojo,DTF,Vintage,Proveedor B,209,8.56,7491.0,3336.0,329.0,Correo Argentino,3532.0,1,28200.0,0.0,28200.0,28200.0,16476.26,11723.74,11723.74,5,MercadoPago,0,Ninguno,4.6
1696,1623,2024-02-09,CUST0001,1,GBA Sur,Instagram,Boca a boca,VueltaClasesFeb,Remera mujer,S,Blanco,DTF,Conurbano Nipón,Proveedor C,179,10.2,8122.0,1897.0,604.0,Retiro,0.0,1,18850.0,0.088,17190.0,17190.0,12449.44,4740.56,4740.56,6,MercadoPago,0,Ninguno,3.6
370,354,2024-02-10,CUST0039,1,Quilmes,Instagram,Google Search,VueltaClasesFeb,Oversize,XL,Rojo,DTF,Tipográfica,Proveedor A,284,9.15,9376.0,2389.0,752.0,Correo Argentino,2933.0,1,28690.0,0.0,28690.0,28690.0,18043.81,10646.19,10646.19,6,Crédito,0,Ninguno,4.2
1605,1534,2024-02-10,CUST0001,1,CABA,Instagram,IG Orgánico,VueltaClasesFeb,Remera mujer,XS,Negro,DTF,Vintage,Proveedor A,186,8.89,8057.0,3385.0,855.0,Retiro,0.0,1,23420.0,0.0,23420.0,23420.0,13948.21,9471.79,9471.79,3,Crédito,0,Ninguno,4.9
1998,1911,2024-02-10,CUST0004,1,Interior,Feria,IG Ads,VueltaClasesFeb,Remera mujer,M,Azul,DTF,Tango,Proveedor B,150,8.67,8803.0,2758.0,520.0,Retiro,0.0,2,20330.0,0.0,20330.0,40660.0,13383.75,6946.25,13892.51,2,Efectivo,0,Ninguno,4.4
355,339,2024-02-11,CUST0038,1,Quilmes,WhatsApp,Google Search,VueltaClasesFeb,Remera mujer,M,Negro,DTF,Conurbano Nipón,Proveedor C,209,9.98,8220.0,3915.0,497.0,Retiro,0.0,1,24790.0,0.102,22250.0,22250.0,14718.1,7531.9,7531.9,4,Crédito,0,Ninguno,4.5
375,358,2024-02-11,CUST0024,1,GBA Sur,WhatsApp,IG Orgánico,VueltaClasesFeb,Tote bag,XL,Gris,DTF,Conurbano Nipón,Proveedor A,212,9.59,3584.0,3464.0,440.0,Moto GBA,3090.0,2,20260.0,0.0,20260.0,40520.0,11065.09,9194.91,18389.83,3,Débito,0,Ninguno,4.6
1799,1722,2024-02-11,CUST0001,1,GBA Sur,TiendaNube,IG Orgánico,VueltaClasesFeb,Remera unisex,XL,Negro,DTF,Vintage,Proveedor B,269,7.7,7578.0,1892.0,512.0,Moto GBA,3382.0,1,23680.0,0.129,20620.0,20620.0,15431.74,5188.26,5188.26,5,MercadoPago,0,Ninguno,4.3
437,415,2024-02-12,CUST0003,1,GBA Sur,Instagram,IG Ads,VueltaClasesFeb,Remera mujer,M,Azul,DTF,Tango,Proveedor A,195,9.56,7491.0,2566.0,303.0,Moto GBA,2204.0,2,20150.0,0.144,17250.0,34500.0,13328.44,3921.56,7843.12,2,MercadoPago,0,Ninguno,4.8
477,453,2024-02-12,CUST0001,1,Quilmes,WhatsApp,IG Ads,VueltaClasesFeb,Remera mujer,M,Gris,DTF,Rock,Proveedor B,183,8.34,8668.0,1723.0,595.0,Mensajería CABA,3875.0,1,27060.0,0.0,27060.0,27060.0,16383.87,10676.13,10676.13,4,Efectivo,0,Ninguno,4.4
1266,1210,2024-02-12,CUST0001,1,Quilmes,WhatsApp,IG Orgánico,VueltaClasesFeb,Buzo canguro,XXL,Negro,DTF,Vintage,Proveedor B,299,8.62,22642.0,3588.0,448.0,Retiro,0.0,1,42690.0,0.0,42690.0,42690.0,29253.31,13436.69,13436.69,3,Transferencia,0,Ninguno,4.4
1339,1277,2024-02-12,CUST0013,1,Quilmes,TiendaNube,Boca a boca,VueltaClasesFeb,Buzo canguro,L,Blanco,DTF,Minimalista,Proveedor A,312,8.95,24357.0,2324.0,309.0,Moto GBA,3232.0,1,54220.0,0.122,47590.0,47590.0,33013.94,14576.06,14576.06,4,MercadoPago,0,Ninguno,4.0
1392,1326,2024-02-12,CUST0249,0,Interior,WhatsApp,IG Orgánico,VueltaClasesFeb,Remera unisex,M,Rojo,DTF UV,Tipográfica,Proveedor A,235,8.53,8948.0,3426.0,658.0,Moto GBA,4307.0,3,24110.0,0.0,24110.0,72330.0,16467.25,7642.75,22928.26,4,Crédito,0,Ninguno,4.5
1494,1424,2024-02-12,CUST0205,0,Quilmes,Instagram,IG Ads,VueltaClasesFeb,Buzo canguro,L,Blanco,DTF,Tango,Proveedor C,289,11.18,21212.0,2418.0,550.0,Retiro,0.0,2,41120.0,0.112,36520.0,73040.0,27410.28,9109.72,18219.43,5,MercadoPago,0,Ninguno,4.7
1798,1721,2024-02-12,CUST0001,1,CABA,TiendaNube,IG Orgánico,VueltaClasesFeb,Remera mujer,L,Gris,DTF,Conurbano Nipón,Proveedor C,232,10.63,8924.0,2474.0,423.0,Moto GBA,4427.0,1,31690.0,0.171,26260.0,26260.0,18708.78,7551.22,7551.22,7,MercadoPago,0,Ninguno,3.9
69,67,2024-02-13,CUST0001,1,GBA Sur,Feria,IG Orgánico,VueltaClasesFeb,Remera mujer,XL,Rojo,DTF,Minimalista,Proveedor A,157,9.29,7552.0,1612.0,730.0,Retiro,0.0,2,18370.0,0.06,17260.0,34520.0,11348.71,5911.29,11822.58,2,Crédito,0,Ninguno,4.9
78,76,2024-02-13,CUST0005,1,GBA Sur,Instagram,IG Ads,VueltaClasesFeb,Remera mujer,M,Negro,DTF,Rock,Proveedor A,84,8.76,8131.0,3736.0,729.0,Retiro,0.0,2,21530.0,0.177,17710.0,35420.0,13328.03,4381.97,8763.93,3,Débito,0,Ninguno,4.6
984,940,2024-02-13,CUST0095,1,GBA Sur,TiendaNube,Google Search,VueltaClasesFeb,Remera mujer,XL,Blanco,DTF UV,Rock,Proveedor B,217,8.5,6110.0,3840.0,502.0,Mensajería CABA,3749.0,1,27320.0,0.0,27320.0,27320.0,16042.69,11277.31,11277.31,4,Crédito,0,Ninguno,5.0
110,106,2024-02-14,CUST0899,1,CABA,WhatsApp,Google Search,VueltaClasesFeb,Remera unisex,S,Negro,DTF,Conurbano Nipón,Proveedor B,198,8.59,8262.0,3775.0,757.0,Correo Argentino,3205.0,3,25090.0,0.146,21420.0,64260.0,15561.73,5858.27,17574.8,4,Débito,0,Ninguno,4.5
587,558,2024-02-14,CUST0001,1,CABA,Instagram,IG Ads,VueltaClasesFeb,Remera unisex,M,Verde,DTF,Minimalista,Proveedor A,267,7.65,6108.0,3183.0,555.0,Correo Argentino,4664.0,2,23640.0,0.176,19470.0,38940.0,14224.83,5245.17,10490.34,5,Transferencia,0,Ninguno,4.0
1035,991,2024-02-14,CUST0002,1,GBA Sur,Instagram,IG Ads,VueltaClasesFeb,Buzo canguro,S,Azul,DTF,Tango,Proveedor A,337,9.5,20590.0,3261.0,445.0,Moto GBA,2007.0,1,41990.0,0.14,36100.0,36100.0,29507.66,6592.34,6592.34,2,Crédito,0,Ninguno,4.5
1136,1087,2024-02-14,CUST0016,1,GBA Sur,Instagram,Boca a boca,VueltaClasesFeb,Remera unisex,XXL,Negro,Serigrafía,Minimalista,Proveedor A,165,9.21,8754.0,3188.0,539.0,Moto GBA,2203.0,1,28090.0,0.123,24640.0,24640.0,16205.35,8434.65,8434.65,3,MercadoPago,0,Ninguno,5.0
1940,1857,2024-02-14,CUST0004,1,CABA,Instagram,IG Ads,VueltaClasesFeb,Remera mujer,XL,Gris,DTF UV,Conurbano Nipón,Proveedor C,208,10.86,8050.0,1667.0,839.0,Moto GBA,3882.0,2,25360.0,0.0,25360.0,50720.0,14756.36,10603.64,21207.28,5,Crédito,1,Color shift,3.2
312,298,2024-02-15,CUST0184,1,Quilmes,TiendaNube,IG Ads,VueltaClasesFeb,Remera mujer,L,Blanco,Serigrafía,Vintage,Proveedor A,160,10.23,6011.0,3759.0,520.0,Moto GBA,1997.0,1,22630.0,0.0,22630.0,22630.0,13922.74,8707.26,8707.26,3,Transferencia,0,Ninguno,4.4
498,474,2024-02-15,CUST0166,0,GBA Sur,Instagram,IG Orgánico,VueltaClasesFeb,Oversize,L,Blanco,DTF,Conurbano Nipón,Proveedor A,247,8.54,9438.0,3276.0,642.0,Correo Argentino,4051.0,1,31300.0,0.0,31300.0,31300.0,19517.72,11782.28,11782.28,5,MercadoPago,0,Ninguno,4.0
1290,616,2024-02-15,CUST0001,1,Quilmes,Feria,Google Search,VueltaClasesFeb,Oversize,M,Verde,DTF,Tipográfica,Proveedor A,327,8.73,9046.0,2481.0,633.0,Mensajería CABA,3616.0,1,33320.0,0.065,31140.0,31140.0,18634.03,12505.97,12505.97,3,MercadoPago,0,Ninguno,4.4
673,643,2024-02-16,CUST0034,1,GBA Sur,Feria,IG Orgánico,VueltaClasesFeb,Remera unisex,L,Negro,Serigrafía,Rock,Proveedor B,259,8.86,8233.0,3351.0,476.0,Moto GBA,3376.0,1,27870.0,0.0,27870.0,27870.0,17727.14,10142.86,10142.86,3,MercadoPago,0,Ninguno,5.0
